movie_id,title,year,text
3444042,Blood Canvas,2011,"Simon (Fine Artist/Writer) invites his dear friends for a reunion at his private mansion. They all are seeing each other for the first time after 10 years. He announces that he is currently working on a unique story and a unique painting for his next ambitious art exhibition. Simon, with his unique charm and intelligence, murders each individual in style and passion. He plans to use the flesh and blood of his friends as the color for his memorabilia/paintings to be displayed in his next art exhibition. But,things don't always go as planned. In the end you will see that everything and everyone is in the right place at the right time."
3444062,Blood Colony,2008,"Honolulu, Hawaii - Since the strange disappearance of her mother, Kalia's father has become more paranoid and erratic. He stays out all night and can't hold down a job, leaving her to raise her younger sister Lana on her own. When Kalia rebels against her father by sneaking out for a night surf with a guy she just met, she soon discovers that she should have heeded her father's advice and stayed away from the beach after dark."
3444132,Blood Effects,2011,"A fresh look at independent movie-making. Kris Black's original screenplay features a ""movie-within-a-movie"" concept, with director-writer Black appearing as himself, as the director of a B-horror movie starring Shar Jackson, Jeremy Jackson, and Justin Shilton, who play themselves as well as characters."
3444186,Blood Guardian,2009,"Jason Hart witnesses the murder of his father at the hands of his drug addict mother at age twelve. Jason grows up to be a troubled man who has has several run-ins with the law . Jason struggles to keep his lawn mowing business going while also attempting to surmount his personal demons. Moreover, someone starts killing people who are connected to Jason in one way or another."
3444259,Blood Island,2010,"Five friends head for Belize for the vacation of their lives. When a mysterious stranger hands one of them a 'treasure' map, the seemingly idyllic vacation suddenly takes a bizarre and violent twist as the friends start being killed off one at a time by a masked apparition. Is the killer truly a ghost pirate or is there something else afoot in this tropical paradise?"
3444268,Blood Kin,2011,"A young woman tries to rebel against the inevitable, even though she knows its futile. Her father continues to allow her this foolishness while feeding her leftovers from his own kills. Like any young person, she truly believes she knows better and can make a change."
3444386,Blood Moon Rising,2009,"In this Grindhouse throwback, it's up to a hippie chick, Sadie Hawkins, and a comic book-reading soda Jerk, Darrel Lee, to save the world, but not without a little help from a group of indie film rejects shooting a zombie film in an old west ghost town. Set in 1969, an ancient curse has spilled over into the world of the living, with werewolves, vampires, zombies, and bucket-loads of blood."
3444390,Blood Moon Trailer,2009,"Devaney Gray was born on the Navajo reservation near Kayenta in Northern Arizona; shortly after her birth, her parents suffered mysterious deaths, and Devaney was whisked away by the state of Arizona. Raised in a series of foster homes; she grew up to be a loner - fiercely independent, confident and quiet. Now, she attends Canyon State University in Flagstaff, and has found a group of friends that are the closest thing to a family she has ever had. She has never been happier - yet she is still reserved, underneath her brooding exterior is a young woman in conflict; all her life she has had vivid dreams that foretell future events in the waking world, and recently she has been having violent dreams of the reservation; central to them is a shadowy figure that rises out of darkness to carve a relentless path of blood and destruction that includes every person she has ever cared about, and leads directly... to her destiny. The shadowy figure in her dreams is the Skinwalker; a shape-shifter, neither man nor spirit, with the ability to curse victims with sickness, disease, and severe hallucinations that cause their deepest fears to manifest. His genesis is tied to the Navajo creation myth where he began as a champion of the Navajo people but became corrupted by power and sought the end of humanity. He is central to the end time prophecy as well - he died thousands of years ago, but will be reborn to gather his followers and lead a dark army; his return is a harbinger of the breaking of the world. The first step in his return to power is a ruthless hunt in which he must dam the tributaries of his ancestors by killing and spiritually consuming the soul of every living blood relative; blood calls to blood, and unfortunately for Devaney and her friends, the Skinwalker is being drawn directly to her. As the Skinwalker stalks her Devaney is forced to embrace her past, confront her destiny, and come to terms with her connection to the Skinwalker, she will learn that she is at the center of a war that has raged for thousands of years, and that the final battle approaches. The sign of prophecy - battle encroaching, is the Blood Moon rising."
3444402,Blood Night: The Legend of Mary Hatchet,2009,"A group of teenagers celebrating Blood Night, the anniversary of the death of a local axe murderer, Mary Hatchet, suddenly find themselves face to face with the realities of her haunting. As they run from the bloody rampage left behind they'll need to survive the night to expose the truth behind the legend of Bloody Mary."
3444493,Blood on My Hands,2011,"A new girl named Lyla comes to a new town and all the guys immediately fall for her, competing to see who can take her to the homecoming dance. Whenever the date she accepts dies, an investigator is brought in to solve the matter of who is the killer and why."
3444519,Blood on the Highway,2008,"The citizens of sleepy small town Fate, TX gather for the grand opening of Consumart, a shiny new one-stop-shopping box store. The eager consumers gleefully pour into the store as the doors open at sundown. Why is the grand opening at sundown? Who cares, they've got cut-rate prices on plasma screens and baby clothes! DVDs! Mayonnaise! Coffins! Coffins? And before they have to time to really question this item, terror ensues and the store erupts into a bloodbath. A few weeks later, three oblivious, self-absorbed twenty somethings - CARRIE, SAM, and BONE - head out on a road trip to Mr. Fire (a festival which shares only minor non-litigious similarities, all of a purely coincidental nature, to Burning Man) and accidentally wander into Fate, unaware of its population's ill-fated transformation... into vampires. Being that the heroes are 20-somethings, they do it. Carrie, a shallow hothead, is dating Sam's wallet, er, Sam, who is a whiny, naive, hypochondriac rich boy. Bone, a callous hard-ass with a venomous way of speech, is still nursing a desire for Carrie predicated upon a drunken, frivolous one night stand. After a run-in with two blood-thirsty convenience store clerks in which Sam is repeatedly bitten and attacked and Bone is forced to slaughter them, our protagonists begin it wonder if something strange might be going on in the town. Luckily, but only in the sense that they didn't get murdered, the three stumble upon the only surviving humans in town: BYRON VON JONES, a trigger-happy, conspiracy theorist militia member; LYNETTE VON JONES, a haggard, trailer park slut and the only surviving wife out of Byron's harem; and ROY JACKSON (Chris Gardner), a cowardly, lying frat boy in his early 20s. The group bands together and takes shelter in Roy's ranch house, surrounded by hundreds of vampires intending to torch the property before sunrise, so they don't have to go home and try again the next day. Will our heroes escape death and transformation? Will Bone win over Carrie's dubious and indifferent heart? Does he even really care? And will the nefarious corporate franchise relevance to the plot ever be explained?"
3444532,Blood on the Plain,2011,"Blood on the Plain is a self-aware pulp exploration of a town in the wake of tragedy. Following a savage massacre at the Wadsworth High School Homecoming Dance, the townspeople take up arms and-under the guidance of four seasoned trackers-set out in search of justice. It's the marriage of fear and anger which fuels these efforts and ultimately signals their failure. Those who remain will be forced to square off with the assailants; a breed of man never before seen and born of a previous generation's offense. By: Angel Esparza"
3444661,Blood River,2009,"Clark Ewald and his pregnant wife, Summer, are on their way to her parents. They take a lonely road through the Nevada desert. They pass by a walker dressed like a cowboy and later they stop for the night in a motel. In the morning they return to the road while the cowboy leaves. Fifty miles from the hotel, the couple has a car accident and they decide to walk to the next town. They arrive to find a a ghost town and out of the blue, the stranger arrives and introduces himself as Joseph."
3444698,Blood Shed,2009,"The Hesh Crew didn't listen to the old guy, they just grabbed the Kreeptonite and split. Now they're making fun of him and you just know they're gonna get it. Blood Shed is based on a story that was in Thrasher Magazine in 1981 called Operation Infiltration. It's a story about a group of tough guys who go on a mission to skate the forbidden pool where a satanic cult lives. The story wasn't hard to adapt to the Creature guys, so when they asked us to do something for their video Hesh Law, this is what we gave them... A black and white horror film with skateboarding and bloodsluts."
3444725,Blood Soldiers: Interrogation,2011,"When Marcus Cole, a Green Beret fighting in Afghanistan is mortally wounded in combat, he is saved by a life saving blood transfusion. But when he recovers in record time, he discovers his recovery is accompanied by an unquenchable thirst for human blood. When he is forced by his superior officer, Colonel Stracken to interrogate a young Afghani woman his thirst begins to build and build until he can no longer control the beast inside him."
3444729,Blood Song,2010,"A young man named Kevin returns home from college to attend the funeral of his police detective father who has been killed in the line of duty. There is a new goth club in the nearby metropolis Yborn City called Drake Castle; a sanctuary for those who relish in gothic and vampire culture. The mystery and motivation for a series of cult murders unravels as the small suburb of Temple and it's inhabitants tremble with fear as authorities try to learn the identity of the mysterious Clown Killer. While uncovering the mystery of his father's murder, Kevin ends up having to save his best friend ""Zombie"" from himself, face-off against the mob, and a power hungry,over zealous preacher."
3444784,Blood Thirsty,2011,"Fresh from the sting of a heart wrenching break up with Sarah (Carol Anne Watts), Brian (Nate Loftin) has no time to recover before things begin to take a sudden and unexpected turn for the worst! As he races to save Sarah across town from the unknown evil force taking over the town, he realizes everyone is at risk. Now, all he can do is heed the cryptic advice from an emergency broadcast: ""Don't. Get. Bit."""
3444793,Blood Ties,2009,"A group of graduate students from Hollow's Pointe University write a thesis paper, giving their theory of the unsolved campus murders of 20 years ago. A conspiracy is uncovered and the students are now in danger for their lives. When the students begin to dig deeper, what they find shocks everyone. The conspiracy goes far beyond what anyone had anticipated and one by one the students disappear as they try to stay one step ahead of those who must keep them silent."
3445069,Bloodlock,2008,"Christine and her husband Barry have bought an old fixer upper in a small town, using her recent inheritance, believing that fixing it up and a fresh start, will help her recover from a near nervous breakdown. Christine has invited her sister Lisa to move in with them unaware that she is having an affair with husband Barry. Barry, a police detective, only stays with Christine for her money and is looking a way to rid himself permanently of her. Lisa flirts with Barry under Christine?s nose delighting in the thrill of the possibility of being discovered. They find a secret room in the basement laundry with a heavy, titanium door with a cross and mystical writings, locked by an intricate mechanism. They joke about it but only as a way of coping with the mounting fear that it hides something horrible. Christine is tormented by the door, and tries and fails to break the lock to see what?s inside. A kooky, old, murderous, couple next door, however, know the secret behind the door from the house?s former occupants. They believe a vampire has been trapped there and by freeing him and exposing themselves to it, can obtain immortality as vampires themselves. While Barry is off at work, Christine enlists the help of a friendly, local locksmith to try to open the door. Meanwhile the old couple breaks into the house, armed with guns, and the tools they believe will gain them access to the secret room. They succeed in opening the door and releasing the vampire who immediately kills the old lady. The vampire re attacks Christine's sister, husband, continuing on to victim after victim. Finally it is the team of Christine and the locksmith being the only people in the town trying to stop it. After a string of bloody attacks and the body count rising, she tricks the vampire back into the room and locks it up once again. It is then we discover we have followed her in a paranoid hallucination and no one has died. Maybe there wasn't really a vampire after all. Or, maybe, there was."
3445074,Bloodlust,2010,"Two best friends are caught in a sudden outbreak of violent, irrational behavior in which ordinary people are transformed into masked killers. A bloody comedy of errors ensues as each begins to suspect that the other may be infected with the Bloodlust."
3445109,BloodRayne: The Third Reich,2011,"In the World War II, the Damphir Rayne fights against Nazis and joins the group of resistance led by Nathaniel Gregor. When they attack a train expecting to find weapons, they find people that are going to a concentration camp. Rayne is shot by a soldier and her blood drops on the face of Commandant Ekart Brand. She kills him but he turns into a powerful vampire. Now Rayne needs to fix the problem, otherwise Hitler may achieve her power with the research of Doctor Mangler."
3445146,Bloodstained Romance,2009,"Holdens a young college student who has never believed in love at first sight...until he sees Sadie, a sweet young coed who is everything he's ever wanted. But when Holden's anti-social behavior gets in the way of his attempts to talk to her, his life starts to unravel. Holden believes he loves her and doesn't want to let that love go. He would do anything to keep it and as the thin line between love and obsession begins to smudge and fade, so does his reasoning for right and wrong. Soon lies turn to murder launching Holden into a spiraling bloodbath of violence and desperation as he tries to hide the infatuation that feeds his madness. Through it all, he tries to cling to a trembling grip on reality, as love and pain coalesce into a shocking ""climax""."
3445147,Bloodstained Romance 2,2010,Audrey is a high school girl who is used to getting what she wants. That is until a new substitute teacher shows up at her school. Wanting what she cant have drives her to the edge of insanity as she breaks all the rules to get her way. If she cant have him... no one can.
3445200,Bloodwine,2008,"Andrea is just an ordinary Goth college girl trying to deal with the tragedies life has thrown at her. When her best friend, Brandy, comes back into her life, Andrea thinks things might finally be taking a turn for the better. But when the machinations of a mysterious woman, Carmilla, cause a birthday gift to go horribly awry, Andrea is forced to make the most difficult choice of her life, not only for herself, but for her dearest friend."
3445285,Bloody Good Ratings,2008,"Mark and Jo are the creators of a failing culture-talk radio program. After a long night of evaluating their programming, they ultimately decide to drop their talk show to start a trashy horror radio show for better ratings. But just when their groundbreaking horror show brings them overnight success, detectives begin to suspect their new found fame may be linked to a homicide, and the real horror begins. From overnight success to a bloody mess, this is Bloody Good Ratings!"
3445359,Bloody Mary 3D,2011,"While making a music video, a group of filmmakers accidentally waken the curse of Bloody Mary, a young woman who was brutally murdered over 100 years ago by her jealous husband who's distant descendant is the star of the music video. Seductive and mysterious, the redhead ghost of Mary draws the crew people one by one into her web to kill them."
3445421,Bloody Sin,2011,"After becoming a vampire just two months ago Sarah struggles adjusting to her new life where she must kill in order to survive. Even though she is no longer human she still feels regret after killing innocent people for their blood. Sarah turns to religion and her friend Mark for help when she stops killing and drinking blood but realizes that she needs more than what Mark can offer. After living without blood for many days, Sarah decides to end her suffering and takes her own life."
3445423,Bloody Slasher,2011,"Jack, Sophie, Scarlet, and Ellie are out looking for a Halloween party. Their car breaks down and they discover that Chief Blow has been hiding in the trunk. They join forces with the officer and search for the party. On the way, they run into Twitch, a government conspirator, who informs them of the deadly last house on the left. Oblivious of Twitch's warnings, the group heads off and mistakenly ends up in the haunted house. When the group notices a threatening note, Jack suggests they split up and look for the killer. One by one, each member of the group gets stabbed with an ax, except our hero Jack. He escapes the house and walks away unharmed never to look back."
3445448,Bloody Wedding,2011,"Bloody Wedding follows a young engaged couple to a quaint lakeside mountain resort where they soon discover someone is stalking and killing the wedding party. With the body count rising, the newly married heroine must unlock the mystery quickly or spend her honeymoon six feet under."
3446641,Blue Moon,2011,"""Blue Moon"" tells the story of Robert Burnt who has had a bad day at the office and as he goes down to the parking lot to go home realizes that he is going to have a terrible night. Attacked and bitten by a strange creature he goes back home with his wife Selina Burnt. Once there Robert begins to realize that something inside of him has changed after the attack. He is faster, stronger and when the full moon rises he will be hungrier."
3449537,Boggy Creek,2010,"Following the death of her father in a terrible accident, sweet, yet troubled Jennifer and her friends decide to check out her dad's cabin that's located in the deep woods of Boggy Creek, Texas. While staying at said cabin for a week, Jennifer and company run afoul of an evil and vicious monster of local legend that kills men and abducts women."
3451460,Bone Cave,2011,"T Rad and Mike are two college slackers who devise a clever scheme to throw a gigantic rave to end all raves. With the help of a sexy, seductive Annora, they secure a remote cave for the ultimate party experience. Things appear to be going great until they realize that they have stumbled straight into the lair of a mysterious killer Bones Magee. With inspirational cues from horror classics like ""Friday the 13th"" and ""Nightmare on Elm Street"", Bone Cave' is a retro slasher film full of blood, guts, and amazing one liners."
3453238,Bordenia,2009,"Five years ago, something terrible happened to Lizzie Borden. But today, Lizzie wakes with hopes of starting a new life as she eagerly awaits an acceptance letter to a prestigious university in Boston. However, Lizzie's bitter stepmother, Abby, has her own agenda as she threatens to kick Lizzie out of the house to make extra space for the family business. Escaping the tension at home, Lizzie starts her day at the community college accompanied by her overwhelming best friend Nancy. All seems normal, but as the day goes on and the weather gets colder, Lizzie's father, Andrew, finds an all too anticipated letter in the mail. Suspense rising, Andrew forces Abby to make a celebration dinner to surprise Lizzie, but when everything seems almost too good to be true, Abby and Andrew are greeted by a more than unwelcome guest. Hopeful for some good news, Lizzie drives home only to discover something much more intense than she expected as her dreams are hacked to pieces and the evening turns into a disturbing family reunion that Lizzie was trying so hard to avoid."
3453894,Born of Earth,2008,"Over centuries humans have been mysteriously disappearing with no explanations, just hushed whispers in the dark. On the surface Prophet Hills seems like a perfect place to live and raise a family, but Danny Kessler (Baldwin) has seen better days. This is one man's journey to find the culprit of the ultimate sacrifice he's endured. He must face his demons and go back to the place that has haunted him. He must convince family, friends and townspeople that something is not right in Prophet Hills. He must make them believe that something evil is living beneath their own backyards."
3454547,Boston Girls,2010,Carmela and Lynne are femme fatales who have a vendetta for cheating men. These Boston girls tour the city on a mad killing spree with a taste for blood and homespun justice. When they catch their cheating boyfriends red-handed things get nasty. But their vengeful rampage doesn't stop with cheating men!
3454606,Bot,2010,"In a world where all is good, a wicked 19th century scientist (Dr. Leonardo Van Uitvinding) brings Evil. After bringing life to his19 foot tall robot invention (Bot), Dr. Leo readies himself to take over the world. He has brought life to metal in order to have metal destroy life. But Dr. Leo soon realizes that his newly born robot has no evil but rather an innocence that must be taught evil. In an unlikely tale of spirit and soul, an evil genius struggles with his very own creation of good."
3456128,Boxhead,2008,The story of an aging recluse and the creature that lives in his apartment.
3457403,Brainballs,2011,"Brainballs is a sweeping tale that takes a 7 year old boy from obscurity in a small town in Indiana and brings him to world wide fame. On December 1, 2010 the boys nightmares become a massive computer virus that for the duration of his dreams shuts down every major computer system in the world by broadcasting his dreams live. Cell phones, computers and televisions, whether on or off, show these nightmares. From Air traffic control to nuclear installations to the world banking infrastructure, these dreams become a world wide crisis. In a world that would value the 'Jersey Shore', it's not surprising that the boys tormentor in his nightmares becomes a world wide celebrity as well. This film examines fame and it's cost."
3458352,Bray Road,2010,"Strange things happen along Bray Road. After a father finds his daughter murdered, he is hell bent on seeking revenge on who or what killed his daughter. After blaming a young man who escaped from his kidnapping by a local man, will he kill an innocent man?"
3458607,Break,2009,"After their car breaks down, a young couple seek shelter from a violent storm in an old, abandoned house. But they are not alone. A sick and twisted killer lurks nearby. Terror is taken to new extremes in this heart-pounding thrill ride."
3459951,Breath of Hate,2011,"Breath of Hate begins as a simple an utterly twisted love triangle of sorts. A pimp, a hooker and her part time boyfriend. Soon there are three hookers and three escaped mental patients meeting up for what turns out to be a sick-n-twisted evening of sex and violence. The boyfriend wants his girl back and, the pimp wants his money and the mental patients? Let's just say they have some very curious wants and needs."
3460150,Breathing Room,2008,"After awaking in a dark closet with a corpse, Tonya opens the door to a room full of strangers. At first, it seems, their only similarities are the prison uniforms with which they've been provided and the electric-shock dog collars around their necks. But, as their time together continues, they realize they're all part of a sick & twist game involving rules by which they must all abide and a series of clues they must solve in order to, possibly, find freedom and answers. The fight begins when 'curfews' start and, one by one, the players are eliminated."
3461111,Bridge Crusader,2010,"Year after year, an eclectic artist sojourns to the covered bridges of New England on his chopper to rendezvous with a mysterious woman. A shocking discovery catapults him on a desperate crusade to uncover his past in hope of freeing himself and the woman he loves."
3461761,Brimstone,2008,"Tandra had always had trouble fitting in with the locals that reside in her hometown in conservative Southern Kentucky. That all changed when she went to film school and met three friends who seemed to share her ideals and beliefs. She and the trio (Lily, Derrick, and Devi) were inseparable from then on. Tandra eventually fell for Lily and they shared an apartment together in the conservative college town. The foursome wandered the graveyards at night and lived out their Gothic fantasies while receiving scorn from the ""normal"" residents of the area. When classes ended for the summer, the trio decided to return to their hometown in Northern Tennessee. Although Tandra wanted to accompany them on their trip, she had to stay and take summer classes. When summer break ended, the Gothic group returned to Kentucky but they all seemed strange in their mannerisms. Tandra didn't understand the extent and severity of it until she found Lily dead in the bathtub. As days progressed, she would find the other members meeting similar fates as they all killed themselves while Tandra was helpless to stop them. This culminated in Tandra becoming full of rage and confusion, which eventually lead to her being submitted to a mental hospital for suicide watch. She stayed for three months but returned home to deal with the grief on her own terms. It is there that she found a hidden journal of Lily's and began to read about the events that occurred over summer break. Lily described in cryptic detail disturbing scenarios that took place in a part of Tennessee called ""Brimstone"". Tandra set out the next day to venture to the area to hopefully find answers regarding her friends' deaths. She stopped at a local gas station and then headed off into the woods of Brimstone to take pictures before meeting Lily's brother Corey for a tour. What happened then is still a mystery."
3464225,Brood,2009,"Dane and Bobby are on their way to a weekend bachelor retreat. They take a shortcut down a long-forgotten road, where an accident leaves them stranded in the middle of nowhere. Help arrives in the form of Mr. Parker a man who is not what he seems. That chain of events sends them on a strange and macabre journey though the back woods of Maryland. With each person they meet, the more perilous their situation. After they discover a young woman in captivity, the boys are faced with a choice; fight to save her, run or die."
3464497,Brothel,2008,"After her lover commits suicide, Julianne runs away from her life in the city and moves in the small ghost town of Jerome, Arizona. She purchases an abandoned brothel from the turn of the century, and sets to work turning it into a hotel; but in the process of restoring the past, she comes to know the ghosts of the brothel."
3464844,Brothers,2009,"After his younger brother goes behind his back and tells his girlfriend that he's been cheating on her, the oldest brother takes revenge on his two siblings and gets even by killing them both. He surprises one with a tight rope around the neck and strangles the life out of him. The youngest of the brothers gets what he deserves when his older brother beats him up and crushes his throat. Not able to live with the guilt of killing the only family he has left, the oldest brother takes his own life and hangs himself."
3465505,Bruja,2009,"Amidst a divorce back in the States, Lorraine Welsh returns to visit her alcoholic father in Panama. Seeking an escape, she is confronted with all her demons after a near accident. Now she must rely on faith, a foreign virtue, in the shape of tribal shamanic practices to be the catalyst in her healing and survival."
3466342,Bubba's Chili Parlor,2008,"An homage to the 70's B-movie Drive In theater experience, including fake intermissions and commercials. The film itself is zombie horror: Bubba's Chili Parlor, a restaurant in rural Texas, becomes ground zero for a worldwide zombie epidemic after Bubba unwittingly serves chili infected with a mutated strain of Mad Cow Disease."
3466876,Bucky,2010,BUCKY the clown has always been the punch line of the joke until now. A group of young teens home alone and board decide to have some fun with the local clown Bucky and call him up with the intention of playing a trick on him when he arrives. But the jokes on the teens when the clown's blood lust takes over and he goes on a killing spree in the house viciously killing the teens one by one till he has a audience that will be quite when he performs.
3467731,Bugbaby,2010,"Sammy Gregory is a 'special needs' infant - special in that he resembles a giant insect, and needs a constant supply of raw meat. His parents (Lara Fisher and Jared Martzell), are understandably at the end of their rope. They invite a social worker (Mink Stole) over to see if their baby can possibly be adopted to a more capable family. But when the social worker reveals herself to be more interested in punishing Sammy's parents than in helping anyone, little Sammy proves that he might be a valued member of the family after all."
3469539,Bunker'd,2011,"After being stuck down in a fallout shelter for months with a dead body, Rodney still keeps his hopes up to be let free. As time passes he starts to spiral down into insanity. He creates a relationship with April, a girl from a calendar, and begins to have conversations with Fester, the rotting corpse. With food running low and April crumpled up in the corner, Rodney confides with Fester awaiting the day to be released."
3470561,Burning Bright,2010,"In Montgomery County, Kelly Taylor is ready to go to college and takes her autistic brother, Tom, to a specialized institution. However, the bank informs her that she does not have sufficient funds in her account to honor her check. Her stepfather, Johnny Gaveneau, withdrew the money from her account the day before. When Kelly arrives home, Johnny reveals that he used the money to buy a tiger for his 'safari show' project. In addition he has the house reinforced, in order to protect it from hurricanes, so all the windows and external doors are covered with wood. When Kelly awakes, she finds that the starving tiger is inside the house and Tom and she are trapped with the ravenous animal."
3471052,Burying the Ex,2008,"Zak, a smart, funny and all-around nice guy is still coming to terms with his ex-girlfriend's recent passing. Determined to get on with his life, Zak agrees to go on a blind date with the cute and quirky girl named Olivia. The date comes to an abrupt end when Zak's dead ex shows up with an ultimatum. Some relationships never die."
3472618,Butterfly,2010,"Butterfly is a suspense/horror hybrid about NICK COLE, a straight-to-video horror director who is kidnapped by, LANEY, an over zealous fan, determined to impress him with her own film project. The situation goes from bad to worse when Cole realizes that the murders in Laney's film are real, and that the victims are all people from his own dark past."
3472674,Butterfly Dream,2011,"There is a boy who hates the world he lives in and plays computer games all the time. He wants to kill everyone around him, but it's only possible in a computer game. One day he is playing a game with someone on line and the opposite player insults him. The boy gets so mad that he jumps into the monitor and kills the person inside of the monitor. He pulls out the body and stashes it in a refrigerator in his room. As time goes boy, the boy becomes scared by the fridge because he feels like he hears something inside of the fridge and smells something around it."
3473314,By Dawn,2011,"The Ritual of Amalek: Whoever completes this ritual will have untold power. In 1899 Aleister Crowley attempted this ritual, he was unsuccessful. Now, Aleister Crowley III will try to fulfill what his grandfather failed to complete."
3473481,By the Devil's Hands,2009,"Jamie Anderson has been dealing with terrible nightmares, and they are getting worse... they are becoming real. Not knowing if she is losing her mind or being tormented by some unknown force, she struggles to deal with the growing fear that something bad is going to happen. As she tries to hold on to what is left of her shattered psyche, the 666 Killer makes his move, choosing Jamie to be his sixth victim in his latest killing spree. Jamie begins to unravel as the 666 Killer takes control, tormenting her day and night, leaving her in constant fear. As the nightmares continue, Jamie loses all sense of reality. Finding comfort in a friend, she mistakenly puts him between her and the Killer. Soon she discovers that her worst nightmare is real as she comes face to face with the 666 Killer. 6 victims over 6 days and 6 ways to die."
3476008,Caesar and Otto meet Dracula's Lawyer,2010,"Famed monster lawyer, Jimmy Drainum, has charged Caesar and Otto in the wrongful death of Dracula's lesser known brother, Steven. That's when Caesar and Otto enlist the help of Bubbles Cochrin, an up and coming lapdancer/lawyer. But can Bubbles stand up against the tough as nails Judge Stoker Browning (Lloyd Kaufman)?"
3477479,Call Back,2009,"After trying to seduce a naïve young actress, an overly cocky young horror director has the tables turned on him when the actress and her girlfriend restrain him and proceed to torture him in the same manner he had tortured people in the film that made him famous."
3477613,Call Me Bill,2010,"'Justice...Old School' At the end of his life, the deadliest gunfighter of the Old West is given a choice: Hell or redemption. He chooses redemption and God's Archangel transports him to modern day Los Angeles to serve bloody, frontier justice on the worst dregs of society."
3479180,Camp 139,2010,"Camp 139 is a short horror film written & directed by Ryan Polukord. The film features a group of girls who spend the night at an old campground in New Jersey. After setting up camp, they find a dead body a few miles from their site. While waiting for the police to arrive, night falls, and they are haunted by a vengeful spirit that won't let them escape. The film stars Amanda Goscinski, Lia Sprechini, Catherine O. Garcia, and Justin McCarthy."
3479249,Camp Dead,2011,"A group of college students decide to end the summer by going camping in the woods near the small town of Cedar Cove. While there they encounter a crazy hermit who warns them about strange experiments with dead bodies being conducted by a demented scientist in an isolated lab nearby. The campers snoop around and are noticed by Dr. Letum's treacherous assistant, and that night are besieged by zombies. Separated in the attack, the campers must try to escape the risen dead and survive the nightmare they have stumbled into, as they deal with the ramifications of science delving into realms into which it was never meant to go. But is Dr. Letum the true evil or is Max Vendo, his assistant, the real mastermind behind these terrifying events? The truth will unfold as the campers are slaughtered in turn by the resurrected dead. Will any of them survive long enough to learn the truth? Will any of them survive at all?"
3479284,Camp Hell,2010,"At the end of every summer, the children of a Christian community from a suburb of New Jersey attend Camp Hope. They travel deep into the woods far from any distractions the world provides. Here, the children are taught the ways of the Lord, the perils of the flesh, and the horror of the Devil. A charismatic priest leads them in their training. But, he unknowingly has brought something with him, something evil. What was supposed to be a safe place, a spiritual retreat has now turned into a nightmare that not even faith can end."
3479293,Camp Kill,2009,"Camp Kill is a place far away from the day to day life of the big city. Come on out for a stay and enjoy the nice fresh air, old cabins, and the sound of birds flying above. And by the way, a killer also stalks Camp Kill. So watch your back too. This may be the last vacation you will ever have."
3479655,Campo Santo,2011,"In an old town that seems to have been forgotten by time and where death wonders seeking for those whose time has arrived, in one particular house, Juanito, an 8-year-old boy is very sick. His older sister, Mera, 15-years-old, has come with some herbs that her mother has order to make a remedy for Juanito to cure him. That night while Mera sleeps Juanito is waken up by a familiar sound. Curiously, he gets up to see where the sound is coming from. Later, Mera wakes up and goes out looking for him. Afraid that his time has come and death will be coming for him, she goes out looking for him. Mera comes out of the house looking for his brother, suddenly Mera is the one that now faces death."
3479680,Campsite 12,2010,"While searching for that one last wild adventure before high school graduation, Colleen, Melissa, Jenny, and Shani, go camping at O'Leno State Park in the small southern town of High Springs. The trip begins like any other camping trip, with boys, alcohol and jealously, but the four girls soon find themselves facing off against spiders, snakes, kidnappers, and vicious creatures that prowl in the night. This peaceful adventure quickly becomes a game of life and death in this modern Southern Gothic tale."
3481188,Candy.,2010,You brought your date to your mother's house? Not a good idea if your mother is as sweet as Candy.
3481472,Cannibal,2011,"This is the story of the darkest side of humanity, and its unyielding need for redemption. Walter, a man so filled with shame, he deems himself unfit for society and flees deep into the wilderness hoping to escape the irreversible damage he has caused. One day, the bearded exile happens upon an abandoned campsite and decides it would be as good a place as any to make his home. Though seemingly alone, with no accusers to face, Walter finds his conscience and memories will not allow him to flee. Nor will the dark 'presence' in the woods. A traveler, named Carling, who happens upon his campsite one morning, further shatters his solitude. Despite Walter's reluctance, Carling persists in befriending the ""modern ape-man"", shrugging off his threats and misanthropy by offering gifts. Carling finds Walter to be the perfect sounding board for his unorthodox views on spiritualism and death. Although his views may seem shockingly honest and difficult to swallow, they are never malevolent. In fact, Carling seems to take pleasure in the simple things, like a good conversation, a shiny red apple, and old clichés like 'curiosity killed the cat."" Over time, Walter's living conditions begin to take their toll on his body, as well as his state of mind. When he becomes very ill, Carling proves his friendship to Walter by making his final days as comfortable as possible. He shows him that all men are deserving of love. All they need is the willingness to accept it."
3481900,Canvas of Blood,2009,"Canvas of Blood is about Harry Blutsky, a painter whose inspiration has left him just when he needs to sell a new piece. On the verge of despair, he discovers that blood is the perfect medium to complete his work."
3482238,Capital Punishment,2011,"When convicted child killer Wade Hawkes suffers a heart attack on route to a maximum security prison, he's immediately transported to a nearby rural hospital for treatment. Special Agent Burton Young arrives at the hospital soon after, with only two inexperienced prison guards for backup. Soon, Special Agent Young finds himself embroiled in a conspiracy which threatens to spiral the situation out of control."
